,0
2142,5.0
2143,55.0
2144,60.0
2145,65.0
2146,70.0
2147,75.0
2148,85.0
2149,90.0
2150,10.0
2151,105.0
2152,110.0
2153,115.0
2154,125.0
2155,140.0
2156,145.0
2157,15.0
2158,160.0
2159,165.0
2160,170.0
2161,175.0
2162,180.0
2163,185.0
2164,190.0
2165,195.0
2166,20.0
2167,205.0
2168,210.0
2169,215.0
2170,235.0
2171,240.0
2172,245.0
2173,25.0
2174,250.0
2175,255.0
2176,260.0
2177,265.0
2178,275.0
2179,280.0
2180,285.0
2181,290.0
2182,295.0
2183,30.0
2184,300.0
2185,310.0
2186,315.0
2187,330.0
2188,335.0
2189,345.0
2190,35.0
2191,350.0
2192,355.0
2193,40.0
2194,45.0
2195,5.0
2196,55.0
2197,70.0
2198,85.0
2199,95.0
2200,0.0
2201,10.0
2202,100.0
2203,110.0
2204,120.0
2205,125.0
2206,130.0
2207,135.0
2208,140.0
2209,145.0
2210,15.0
2211,150.0
2212,155.0
2213,160.0
2214,165.0
2215,195.0
2216,215.0
2217,220.0
2218,225.0
2219,230.0
2220,240.0
2221,245.0
2222,250.0
2223,255.0
2224,265.0
2225,270.0
2226,275.0
2227,280.0
2228,285.0
2229,290.0
2230,295.0
2231,300.0
2232,305.0
2233,315.0
2234,320.0
2235,325.0
2236,330.0
2237,335.0
2238,340.0
2239,350.0
2240,355.0
2241,40.0
2242,45.0
2243,5.0
2244,55.0
2245,70.0
2246,75.0
2247,80.0
2248,85.0
2249,95.0
2250,0.0
2251,10.0
2252,105.0
2253,110.0
2254,120.0
2255,125.0
2256,130.0
2257,140.0
2258,145.0
2259,15.0
2260,150.0
2261,155.0
2262,160.0
2263,165.0
2264,170.0
2265,175.0
2266,180.0
2267,185.0
2268,190.0
2269,195.0
2270,20.0
2271,215.0
2272,225.0
2273,230.0
2274,235.0
2275,240.0
2276,245.0
2277,25.0
2278,250.0
2279,255.0
2280,260.0
2281,275.0
2282,285.0
2283,290.0
2284,295.0
2285,30.0
2286,300.0
2287,305.0
2288,310.0
2289,325.0
2290,330.0
2291,340.0
2292,345.0
2293,350.0
2294,355.0
2295,45.0
2296,60.0
2297,70.0
2298,75.0
2299,80.0
2300,0.0
2301,100.0
2302,110.0
2303,115.0
2304,130.0
2305,135.0
2306,140.0
2307,145.0
2308,15.0
2309,150.0
2310,155.0
2311,165.0
2312,170.0
2313,180.0
2314,190.0
2315,195.0
2316,20.0
2317,200.0
2318,205.0
2319,210.0
2320,220.0
2321,225.0
2322,230.0
2323,235.0
2324,240.0
2325,25.0
2326,255.0
2327,260.0
2328,270.0
2329,280.0
2330,285.0
2331,290.0
2332,295.0
2333,300.0
2334,305.0
2335,310.0
2336,320.0
2337,325.0
2338,330.0
2339,340.0
2340,345.0
2341,35.0
2342,45.0
2343,5.0
2344,50.0
2345,55.0
2346,60.0
2347,65.0
2348,70.0
2349,75.0
2350,0.0
2351,100.0
2352,105.0
2353,110.0
2354,115.0
2355,120.0
2356,125.0
2357,140.0
2358,145.0
2359,15.0
2360,150.0
2361,155.0
2362,160.0
2363,165.0
2364,180.0
2365,190.0
2366,200.0
2367,205.0
2368,210.0
2369,220.0
2370,225.0
2371,235.0
2372,240.0
2373,245.0
2374,255.0
2375,260.0
2376,265.0
2377,270.0
2378,275.0
2379,285.0
2380,295.0
2381,30.0
2382,305.0
2383,310.0
2384,315.0
2385,325.0
2386,340.0
2387,345.0
2388,35.0
2389,350.0
2390,45.0
2391,5.0
2392,50.0
2393,55.0
2394,60.0
2395,65.0
2396,70.0
2397,75.0
2398,80.0
2399,90.0
2400,0.0
2401,10.0
2402,100.0
2403,105.0
2404,110.0
2405,115.0
2406,120.0
2407,130.0
2408,135.0
2409,140.0
2410,145.0
2411,15.0
2412,150.0
2413,160.0
2414,165.0
2415,170.0
2416,175.0
2417,180.0
2418,185.0
2419,200.0
2420,205.0
2421,210.0
2422,215.0
2423,230.0
2424,240.0
2425,245.0
2426,25.0
2427,250.0
2428,255.0
2429,260.0
2430,265.0
2431,270.0
2432,280.0
2433,285.0
2434,290.0
2435,30.0
2436,300.0
2437,305.0
2438,310.0
2439,315.0
2440,325.0
2441,330.0
2442,335.0
2443,345.0
2444,350.0
2445,40.0
2446,50.0
2447,70.0
2448,80.0
2449,95.0
2450,10.0
2451,100.0
2452,105.0
2453,115.0
2454,120.0
2455,130.0
2456,135.0
2457,140.0
2458,145.0
2459,160.0
2460,165.0
2461,170.0
2462,175.0
2463,180.0
2464,190.0
2465,20.0
2466,200.0
2467,205.0
2468,210.0
2469,215.0
2470,220.0
2471,230.0
2472,235.0
2473,240.0
2474,245.0
2475,25.0
2476,250.0
2477,255.0
2478,265.0
2479,275.0
2480,290.0
2481,30.0
2482,300.0
2483,305.0
2484,315.0
2485,325.0
2486,340.0
2487,345.0
2488,35.0
2489,355.0
2490,40.0
2491,45.0
2492,5.0
2493,50.0
2494,55.0
2495,60.0
2496,65.0
2497,70.0
2498,90.0
2499,95.0
2500,0.0
2501,10.0
2502,100.0
2503,110.0
2504,120.0
2505,130.0
2506,135.0
2507,155.0
2508,165.0
2509,170.0
2510,175.0
2511,180.0
2512,185.0
2513,200.0
2514,205.0
2515,210.0
2516,220.0
2517,225.0
2518,230.0
2519,240.0
2520,245.0
2521,25.0
2522,250.0
2523,255.0
2524,260.0
2525,270.0
2526,275.0
2527,280.0
2528,290.0
2529,295.0
2530,30.0
2531,300.0
2532,305.0
2533,315.0
2534,330.0
2535,340.0
2536,345.0
2537,35.0
2538,350.0
2539,45.0
2540,5.0
2541,50.0
2542,55.0
2543,60.0
2544,65.0
2545,70.0
2546,75.0
2547,80.0
2548,90.0
2549,95.0
2550,10.0
2551,100.0
2552,105.0
2553,115.0
2554,120.0
2555,140.0
2556,145.0
2557,150.0
2558,160.0
2559,165.0
2560,170.0
2561,175.0
2562,180.0
2563,195.0
2564,205.0
2565,215.0
2566,225.0
2567,230.0
2568,240.0
2569,245.0
2570,25.0
2571,250.0
2572,255.0
2573,260.0
2574,265.0
2575,270.0
2576,280.0
2577,285.0
2578,290.0
2579,295.0
2580,30.0
2581,300.0
2582,305.0
2583,310.0
2584,315.0
2585,320.0
2586,335.0
2587,345.0
2588,35.0
2589,350.0
2590,355.0
2591,40.0
2592,45.0
2593,5.0
2594,50.0
2595,55.0
2596,70.0
2597,75.0
2598,80.0
2599,85.0
2600,10.0
2601,100.0
2602,105.0
2603,110.0
2604,115.0
2605,125.0
2606,135.0
2607,145.0
2608,15.0
2609,155.0
2610,160.0
2611,165.0
2612,170.0
2613,175.0
2614,180.0
2615,185.0
2616,190.0
2617,20.0
2618,200.0
2619,205.0
2620,210.0
2621,215.0
2622,220.0
2623,225.0
2624,235.0
2625,245.0
2626,25.0
2627,250.0
2628,255.0
2629,270.0
2630,275.0
2631,290.0
2632,315.0
2633,325.0
2634,330.0
2635,335.0
2636,340.0
2637,345.0
2638,35.0
2639,350.0
2640,40.0
2641,45.0
2642,50.0
2643,60.0
2644,65.0
2645,70.0
2646,75.0
2647,85.0
2648,90.0
2649,95.0
2650,0.0
2651,10.0
2652,105.0
2653,110.0
2654,115.0
2655,120.0
2656,135.0
2657,140.0
2658,150.0
2659,160.0
2660,165.0
2661,175.0
2662,180.0
2663,185.0
2664,190.0
2665,195.0
2666,205.0
2667,210.0
2668,215.0
2669,220.0
2670,225.0
2671,235.0
2672,250.0
2673,265.0
2674,275.0
2675,280.0
2676,290.0
2677,30.0
2678,305.0
2679,310.0
2680,315.0
2681,320.0
2682,325.0
2683,330.0
2684,340.0
2685,345.0
2686,35.0
2687,355.0
2688,40.0
2689,45.0
2690,5.0
2691,50.0
2692,55.0
2693,65.0
2694,70.0
2695,75.0
2696,80.0
2697,85.0
2698,90.0
2699,95.0
2700,10.0
2701,100.0
2702,105.0
2703,110.0
2704,115.0
2705,125.0
2706,130.0
2707,135.0
2708,15.0
2709,150.0
2710,155.0
2711,160.0
2712,170.0
2713,175.0
2714,180.0
2715,190.0
2716,195.0
2717,20.0
2718,200.0
2719,205.0
2720,210.0
2721,220.0
2722,225.0
2723,230.0
2724,245.0
2725,250.0
2726,255.0
2727,260.0
2728,270.0
2729,275.0
2730,280.0
2731,290.0
2732,295.0
2733,30.0
2734,300.0
2735,310.0
2736,315.0
2737,325.0
2738,340.0
2739,345.0
2740,35.0
2741,350.0
2742,355.0
2743,40.0
2744,45.0
2745,60.0
2746,70.0
2747,75.0
2748,80.0
2749,85.0
2750,0.0
2751,10.0
2752,100.0
2753,105.0
2754,110.0
2755,115.0
2756,120.0
2757,130.0
2758,145.0
2759,15.0
2760,155.0
2761,165.0
2762,175.0
2763,180.0
2764,195.0
2765,200.0
2766,205.0
2767,210.0
2768,215.0
2769,220.0
2770,225.0
2771,230.0
2772,240.0
2773,245.0
2774,25.0
2775,250.0
2776,260.0
2777,270.0
2778,280.0
2779,290.0
2780,300.0
2781,305.0
2782,310.0
2783,315.0
2784,320.0
2785,325.0
2786,330.0
2787,335.0
2788,340.0
2789,345.0
2790,35.0
2791,350.0
2792,355.0
2793,40.0
2794,5.0
2795,60.0
2796,65.0
2797,70.0
2798,80.0
2799,95.0
2800,0.0
2801,10.0
2802,105.0
2803,110.0
2804,115.0
2805,135.0
2806,140.0
2807,145.0
2808,15.0
2809,150.0
2810,155.0
2811,160.0
2812,165.0
2813,170.0
2814,175.0
2815,180.0
2816,185.0
2817,20.0
2818,200.0
2819,205.0
2820,210.0
2821,215.0
2822,225.0
2823,230.0
2824,235.0
2825,240.0
2826,250.0
2827,260.0
2828,275.0
2829,280.0
2830,285.0
2831,290.0
2832,30.0
2833,300.0
2834,305.0
2835,310.0
2836,325.0
2837,330.0
2838,335.0
2839,345.0
2840,350.0
2841,355.0
2842,40.0
2843,45.0
2844,50.0
2845,55.0
2846,75.0
2847,80.0
2848,90.0
2849,95.0
2850,0.0
2851,10.0
2852,100.0
2853,115.0
2854,120.0
2855,125.0
2856,130.0
2857,145.0
2858,15.0
2859,155.0
2860,160.0
2861,165.0
2862,175.0
2863,185.0
2864,190.0
2865,195.0
2866,20.0
2867,205.0
2868,210.0
2869,230.0
2870,235.0
2871,240.0
2872,245.0
2873,25.0
2874,250.0
2875,260.0
2876,270.0
2877,280.0
2878,285.0
2879,290.0
2880,30.0
2881,300.0
2882,315.0
2883,325.0
2884,335.0
2885,345.0
2886,35.0
2887,350.0
2888,355.0
2889,40.0
2890,45.0
2891,5.0
2892,50.0
2893,55.0
2894,60.0
2895,65.0
2896,70.0
2897,75.0
2898,85.0
2899,90.0
2900,10.0
2901,100.0
2902,105.0
2903,110.0
2904,115.0
2905,120.0
2906,135.0
2907,145.0
2908,15.0
2909,150.0
2910,170.0
2911,180.0
2912,190.0
2913,195.0
2914,20.0
2915,205.0
2916,210.0
2917,215.0
2918,220.0
2919,225.0
2920,230.0
2921,235.0
2922,25.0
2923,250.0
2924,255.0
2925,260.0
2926,265.0
2927,275.0
2928,290.0
2929,295.0
2930,30.0
2931,300.0
2932,310.0
2933,315.0
2934,325.0
2935,335.0
2936,345.0
2937,350.0
2938,355.0
2939,45.0
2940,5.0
2941,50.0
2942,55.0
2943,60.0
2944,65.0
2945,70.0
2946,75.0
2947,80.0
2948,85.0
2949,90.0
2950,0.0
2951,10.0
2952,100.0
2953,105.0
2954,110.0
2955,120.0
2956,125.0
2957,130.0
2958,135.0
2959,140.0
2960,150.0
2961,160.0
2962,175.0
2963,185.0
2964,190.0
2965,20.0
2966,200.0
2967,210.0
2968,215.0
2969,220.0
2970,225.0
2971,240.0
2972,245.0
2973,25.0
2974,255.0
2975,260.0
2976,265.0
2977,270.0
2978,275.0
2979,280.0
2980,290.0
2981,295.0
2982,30.0
2983,300.0
2984,305.0
2985,310.0
2986,315.0
2987,320.0
2988,330.0
2989,335.0
2990,340.0
2991,345.0
2992,35.0
2993,350.0
2994,50.0
2995,55.0
2996,65.0
2997,80.0
2998,85.0
2999,90.0
3000,0.0
3001,10.0
3002,100.0
3003,105.0
3004,110.0
3005,120.0
3006,130.0
3007,135.0
3008,140.0
3009,15.0
3010,155.0
3011,160.0
3012,165.0
3013,175.0
3014,180.0
3015,185.0
3016,20.0
3017,205.0
3018,210.0
3019,220.0
3020,225.0
3021,235.0
3022,245.0
3023,25.0
3024,250.0
3025,260.0
3026,265.0
3027,270.0
3028,275.0
3029,280.0
3030,290.0
3031,295.0
3032,30.0
3033,315.0
3034,320.0
3035,325.0
3036,330.0
3037,335.0
3038,35.0
3039,350.0
3040,355.0
3041,40.0
3042,45.0
3043,5.0
3044,55.0
3045,60.0
3046,70.0
3047,75.0
3048,85.0
3049,95.0
3050,10.0
3051,105.0
3052,110.0
3053,115.0
3054,125.0
3055,130.0
3056,135.0
3057,140.0
3058,145.0
3059,155.0
3060,160.0
3061,165.0
3062,170.0
3063,185.0
3064,190.0
3065,195.0
3066,20.0
3067,210.0
3068,220.0
3069,230.0
3070,240.0
3071,25.0
3072,250.0
3073,265.0
3074,275.0
3075,280.0
3076,285.0
3077,290.0
3078,295.0
3079,30.0
3080,305.0
3081,310.0
3082,315.0
3083,320.0
3084,325.0
3085,330.0
3086,335.0
3087,340.0
3088,345.0
3089,35.0
3090,355.0
3091,40.0
3092,45.0
3093,5.0
3094,55.0
3095,60.0
3096,70.0
3097,80.0
3098,85.0
3099,95.0
3100,0.0
3101,105.0
3102,110.0
3103,120.0
3104,125.0
3105,135.0
3106,140.0
3107,145.0
3108,15.0
3109,150.0
3110,155.0
3111,160.0
3112,165.0
3113,170.0
3114,175.0
3115,180.0
3116,185.0
3117,195.0
3118,20.0
3119,200.0
3120,205.0
3121,210.0
3122,220.0
3123,235.0
3124,240.0
3125,245.0
3126,25.0
3127,255.0
3128,260.0
3129,265.0
3130,270.0
3131,275.0
3132,285.0
3133,290.0
3134,300.0
3135,315.0
3136,320.0
3137,325.0
3138,345.0
3139,35.0
3140,355.0
3141,40.0
3142,45.0
3143,5.0
3144,50.0
3145,55.0
3146,70.0
3147,80.0
3148,85.0
3149,90.0
3150,110.0
3151,115.0
3152,120.0
3153,125.0
3154,130.0
3155,135.0
3156,140.0
3157,145.0
3158,15.0
3159,155.0
3160,160.0
3161,165.0
3162,180.0
3163,185.0
3164,190.0
3165,195.0
3166,20.0
3167,200.0
3168,205.0
3169,210.0
3170,215.0
3171,220.0
3172,225.0
3173,230.0
3174,235.0
3175,25.0
3176,250.0
3177,255.0
3178,260.0
3179,280.0
3180,290.0
3181,295.0
3182,30.0
3183,300.0
3184,305.0
3185,310.0
3186,315.0
3187,335.0
3188,340.0
3189,345.0
3190,35.0
3191,355.0
3192,45.0
3193,50.0
3194,65.0
3195,70.0
3196,75.0
3197,80.0
3198,85.0
3199,95.0
3200,0.0
3201,10.0
3202,100.0
3203,105.0
3204,110.0
3205,115.0
3206,120.0
3207,130.0
3208,140.0
3209,15.0
3210,155.0
3211,160.0
3212,170.0
3213,175.0
3214,180.0
3215,185.0
3216,20.0
3217,200.0
3218,205.0
3219,210.0
3220,215.0
3221,220.0
3222,225.0
3223,235.0
3224,240.0
3225,245.0
3226,25.0
3227,250.0
3228,265.0
3229,270.0
3230,275.0
3231,280.0
3232,285.0
3233,295.0
3234,30.0
3235,300.0
3236,305.0
3237,310.0
3238,315.0
3239,320.0
3240,330.0
3241,340.0
3242,355.0
3243,40.0
3244,5.0
3245,55.0
3246,60.0
3247,65.0
3248,70.0
3249,85.0
3250,0.0
3251,10.0
3252,110.0
3253,115.0
3254,125.0
3255,130.0
3256,135.0
3257,140.0
3258,145.0
3259,15.0
3260,150.0
3261,155.0
3262,160.0
3263,175.0
3264,180.0
3265,185.0
3266,190.0
3267,195.0
3268,20.0
3269,200.0
3270,205.0
3271,215.0
3272,220.0
3273,225.0
3274,235.0
3275,25.0
3276,250.0
3277,265.0
3278,275.0
3279,285.0
3280,290.0
3281,30.0
3282,300.0
3283,305.0
3284,310.0
3285,315.0
3286,320.0
3287,325.0
3288,345.0
3289,35.0
3290,350.0
3291,355.0
3292,45.0
3293,5.0
3294,50.0
3295,65.0
3296,70.0
3297,80.0
3298,90.0
3299,95.0
3300,0.0
3301,10.0
3302,100.0
3303,105.0
3304,110.0
3305,120.0
3306,130.0
3307,140.0
3308,145.0
3309,150.0
3310,155.0
3311,165.0
3312,170.0
3313,175.0
3314,180.0
3315,195.0
3316,200.0
3317,205.0
3318,210.0
3319,215.0
3320,220.0
3321,225.0
3322,230.0
3323,235.0
3324,240.0
3325,245.0
3326,25.0
3327,250.0
3328,265.0
3329,275.0
3330,280.0
3331,285.0
3332,290.0
3333,295.0
3334,300.0
3335,315.0
3336,320.0
3337,330.0
3338,335.0
3339,340.0
3340,40.0
3341,5.0
3342,50.0
3343,55.0
3344,60.0
3345,65.0
3346,70.0
3347,80.0
3348,85.0
3349,95.0
3350,0.0
3351,10.0
3352,100.0
3353,105.0
3354,115.0
3355,130.0
3356,135.0
3357,145.0
3358,15.0
3359,150.0
3360,155.0
3361,170.0
3362,175.0
3363,180.0
3364,190.0
3365,195.0
3366,200.0
3367,205.0
3368,210.0
3369,215.0
3370,220.0
3371,225.0
3372,230.0
3373,240.0
3374,25.0
3375,250.0
3376,265.0
3377,275.0
3378,280.0
3379,285.0
3380,290.0
3381,295.0
3382,30.0
3383,300.0
3384,305.0
3385,310.0
3386,315.0
3387,325.0
3388,340.0
3389,345.0
3390,355.0
3391,45.0
3392,5.0
3393,55.0
3394,60.0
3395,65.0
3396,70.0
3397,75.0
3398,85.0
3399,95.0
3400,10.0
3401,100.0
3402,105.0
3403,115.0
3404,120.0
3405,125.0
3406,130.0
3407,135.0
3408,140.0
3409,145.0
3410,150.0
3411,155.0
3412,170.0
3413,175.0
3414,180.0
3415,185.0
3416,190.0
3417,195.0
3418,205.0
3419,215.0
3420,220.0
3421,225.0
3422,230.0
3423,240.0
3424,245.0
3425,260.0
3426,275.0
3427,285.0
3428,30.0
3429,300.0
3430,305.0
3431,310.0
3432,320.0
3433,325.0
3434,340.0
3435,345.0
3436,35.0
3437,350.0
3438,355.0
3439,40.0
3440,45.0
3441,5.0
3442,50.0
3443,55.0
3444,60.0
3445,65.0
3446,75.0
3447,80.0
3448,85.0
3449,90.0
3450,0.0
3451,10.0
3452,105.0
3453,110.0
3454,115.0
3455,120.0
3456,125.0
3457,130.0
3458,135.0
3459,140.0
3460,145.0
3461,165.0
3462,170.0
3463,180.0
3464,185.0
3465,190.0
3466,195.0
3467,20.0
3468,200.0
3469,205.0
3470,210.0
3471,215.0
3472,220.0
3473,230.0
3474,235.0
3475,240.0
3476,245.0
3477,25.0
3478,255.0
3479,260.0
3480,265.0
3481,270.0
3482,275.0
3483,285.0
3484,290.0
3485,30.0
3486,300.0
3487,305.0
3488,315.0
3489,320.0
3490,325.0
3491,330.0
3492,335.0
3493,35.0
3494,40.0
3495,5.0
3496,50.0
3497,55.0
3498,70.0
3499,90.0
3500,0.0
3501,105.0
3502,115.0
3503,125.0
3504,135.0
3505,140.0
3506,145.0
3507,15.0
3508,150.0
3509,155.0
3510,160.0
3511,165.0
3512,170.0
3513,175.0
3514,180.0
3515,185.0
3516,190.0
3517,195.0
3518,20.0
3519,200.0
3520,205.0
3521,210.0
3522,215.0
3523,220.0
3524,230.0
3525,240.0
3526,245.0
3527,250.0
3528,255.0
3529,260.0
3530,270.0
3531,275.0
3532,280.0
3533,285.0
3534,290.0
3535,295.0
3536,30.0
3537,315.0
3538,335.0
3539,340.0
3540,35.0
3541,350.0
3542,355.0
3543,40.0
3544,65.0
3545,75.0
3546,80.0
3547,85.0
3548,90.0
3549,95.0
3550,100.0
3551,105.0
3552,125.0
3553,130.0
3554,135.0
3555,140.0
3556,145.0
3557,15.0
3558,150.0
3559,155.0
3560,160.0
3561,165.0
3562,170.0
3563,175.0
3564,195.0
3565,200.0
3566,215.0
3567,220.0
3568,230.0
3569,235.0
3570,245.0
3571,25.0
3572,260.0
3573,265.0
3574,270.0
3575,275.0
3576,280.0
3577,285.0
3578,290.0
3579,30.0
3580,300.0
3581,305.0
3582,310.0
3583,315.0
3584,320.0
3585,325.0
3586,330.0
3587,335.0
3588,345.0
3589,35.0
3590,350.0
3591,355.0
3592,40.0
3593,5.0
3594,55.0
3595,60.0
3596,65.0
3597,80.0
3598,85.0
3599,95.0
3600,10.0
3601,100.0
3602,105.0
3603,125.0
3604,130.0
3605,140.0
3606,145.0
3607,15.0
3608,150.0
3609,155.0
3610,170.0
3611,185.0
3612,195.0
3613,20.0
3614,200.0
3615,205.0
3616,210.0
3617,215.0
3618,220.0
3619,225.0
3620,230.0
3621,235.0
3622,240.0
3623,245.0
3624,25.0
3625,250.0
3626,260.0
3627,275.0
3628,280.0
3629,285.0
3630,300.0
3631,305.0
3632,310.0
3633,315.0
3634,325.0
3635,330.0
3636,340.0
3637,345.0
3638,35.0
3639,350.0
3640,355.0
3641,40.0
3642,50.0
3643,55.0
3644,60.0
3645,70.0
3646,75.0
3647,85.0
3648,90.0
3649,95.0
3650,0.0
3651,10.0
3652,105.0
3653,110.0
3654,120.0
3655,125.0
3656,135.0
3657,140.0
3658,145.0
3659,15.0
3660,150.0
3661,155.0
3662,160.0
3663,165.0
3664,170.0
3665,180.0
3666,185.0
3667,195.0
3668,20.0
3669,205.0
3670,210.0
3671,215.0
3672,220.0
3673,225.0
3674,240.0
3675,245.0
3676,25.0
3677,255.0
3678,265.0
3679,275.0
3680,280.0
3681,290.0
3682,295.0
3683,30.0
3684,300.0
3685,310.0
3686,315.0
3687,325.0
3688,330.0
3689,340.0
3690,350.0
3691,45.0
3692,5.0
3693,50.0
3694,55.0
3695,60.0
3696,80.0
3697,85.0
3698,90.0
3699,95.0
3700,0.0
3701,100.0
3702,105.0
3703,125.0
3704,135.0
3705,140.0
3706,145.0
3707,155.0
3708,160.0
3709,165.0
3710,170.0
3711,175.0
3712,180.0
3713,185.0
3714,190.0
3715,195.0
3716,20.0
3717,200.0
3718,205.0
3719,215.0
3720,230.0
3721,235.0
3722,240.0
3723,245.0
3724,250.0
3725,260.0
3726,265.0
3727,275.0
3728,280.0
3729,285.0
3730,290.0
3731,30.0
3732,305.0
3733,310.0
3734,315.0
3735,325.0
3736,330.0
3737,335.0
3738,340.0
3739,345.0
3740,35.0
3741,355.0
3742,45.0
3743,5.0
3744,55.0
3745,65.0
3746,70.0
3747,80.0
3748,85.0
3749,90.0
3750,0.0
3751,100.0
3752,105.0
3753,115.0
3754,125.0
3755,135.0
3756,140.0
3757,15.0
3758,150.0
3759,155.0
3760,160.0
3761,165.0
3762,175.0
3763,180.0
3764,185.0
3765,190.0
3766,195.0
3767,200.0
3768,210.0
3769,220.0
3770,235.0
3771,240.0
3772,245.0
3773,25.0
3774,250.0
3775,255.0
3776,260.0
3777,270.0
3778,275.0
3779,280.0
3780,290.0
3781,295.0
3782,30.0
3783,305.0
3784,310.0
3785,325.0
3786,335.0
3787,340.0
3788,345.0
3789,35.0
3790,355.0
3791,40.0
3792,45.0
3793,5.0
3794,50.0
3795,55.0
3796,60.0
3797,65.0
3798,70.0
3799,95.0
3800,0.0
3801,100.0
3802,110.0
3803,115.0
3804,125.0
3805,135.0
3806,140.0
3807,145.0
3808,15.0
3809,165.0
3810,175.0
3811,185.0
3812,190.0
3813,195.0
3814,200.0
3815,210.0
3816,225.0
3817,230.0
3818,235.0
3819,240.0
3820,245.0
3821,25.0
3822,250.0
3823,255.0
3824,265.0
3825,270.0
3826,275.0
3827,280.0
3828,290.0
3829,30.0
3830,300.0
3831,305.0
3832,310.0
3833,315.0
3834,320.0
3835,325.0
3836,330.0
3837,335.0
3838,350.0
3839,355.0
3840,45.0
3841,5.0
3842,50.0
3843,55.0
3844,60.0
3845,65.0
3846,70.0
3847,75.0
3848,85.0
3849,90.0
3850,10.0
3851,100.0
3852,115.0
3853,125.0
3854,130.0
3855,145.0
3856,15.0
3857,150.0
3858,160.0
3859,165.0
3860,170.0
3861,180.0
3862,185.0
3863,190.0
3864,195.0
3865,20.0
3866,200.0
3867,205.0
3868,210.0
3869,215.0
3870,220.0
3871,230.0
3872,235.0
3873,245.0
3874,25.0
3875,255.0
3876,260.0
3877,265.0
3878,270.0
3879,280.0
3880,290.0
3881,295.0
3882,30.0
3883,300.0
3884,305.0
3885,315.0
3886,325.0
3887,335.0
3888,350.0
3889,355.0
3890,40.0
3891,50.0
3892,55.0
3893,60.0
3894,65.0
3895,70.0
3896,75.0
3897,80.0
3898,90.0
3899,95.0
3900,0.0
3901,10.0
3902,100.0
3903,115.0
3904,120.0
3905,125.0
3906,130.0
3907,140.0
3908,145.0
3909,15.0
3910,150.0
3911,155.0
3912,170.0
3913,180.0
3914,185.0
3915,190.0
3916,195.0
3917,20.0
3918,200.0
3919,210.0
3920,215.0
3921,220.0
3922,225.0
3923,235.0
3924,240.0
3925,25.0
3926,250.0
3927,260.0
3928,265.0
3929,280.0
3930,285.0
3931,290.0
3932,295.0
3933,30.0
3934,300.0
3935,305.0
3936,310.0
3937,315.0
3938,320.0
3939,330.0
3940,340.0
3941,345.0
3942,35.0
3943,350.0
3944,355.0
3945,5.0
3946,50.0
3947,60.0
3948,70.0
3949,95.0
3950,0.0
3951,10.0
3952,100.0
3953,110.0
3954,115.0
3955,120.0
3956,130.0
3957,140.0
3958,145.0
3959,15.0
3960,155.0
3961,165.0
3962,170.0
3963,180.0
3964,185.0
3965,190.0
3966,20.0
3967,200.0
3968,205.0
3969,220.0
3970,225.0
3971,235.0
3972,245.0
3973,25.0
3974,250.0
3975,255.0
3976,260.0
3977,265.0
3978,270.0
3979,275.0
3980,280.0
3981,30.0
3982,305.0
3983,310.0
3984,315.0
3985,320.0
3986,325.0
3987,335.0
3988,340.0
3989,35.0
3990,355.0
3991,40.0
3992,45.0
3993,5.0
3994,55.0
3995,60.0
3996,70.0
3997,80.0
3998,85.0
3999,95.0
4000,0.0
4001,10.0
4002,100.0
4003,120.0
4004,130.0
4005,135.0
4006,140.0
4007,155.0
4008,160.0
4009,165.0
4010,170.0
4011,180.0
4012,195.0
4013,20.0
4014,205.0
4015,210.0
4016,215.0
4017,225.0
4018,240.0
4019,245.0
4020,25.0
4021,255.0
4022,260.0
4023,265.0
4024,270.0
4025,280.0
4026,290.0
4027,295.0
4028,30.0
4029,300.0
4030,305.0
4031,310.0
4032,315.0
4033,320.0
4034,325.0
4035,335.0
4036,345.0
4037,35.0
4038,350.0
4039,355.0
4040,40.0
4041,5.0
4042,50.0
4043,60.0
4044,65.0
4045,70.0
4046,75.0
4047,80.0
4048,85.0
4049,95.0
4050,0.0
4051,10.0
4052,100.0
4053,105.0
4054,135.0
4055,145.0
4056,15.0
4057,150.0
4058,155.0
4059,160.0
4060,170.0
4061,180.0
4062,185.0
4063,190.0
4064,20.0
4065,205.0
4066,215.0
4067,225.0
4068,230.0
4069,235.0
4070,240.0
4071,245.0
4072,25.0
4073,250.0
4074,255.0
4075,260.0
4076,265.0
4077,280.0
4078,285.0
4079,290.0
4080,295.0
4081,30.0
4082,305.0
4083,310.0
4084,320.0
4085,325.0
4086,335.0
4087,35.0
4088,355.0
4089,40.0
4090,45.0
4091,50.0
4092,55.0
4093,60.0
4094,65.0
4095,75.0
4096,80.0
4097,85.0
4098,90.0
4099,95.0
4100,0.0
4101,10.0
4102,100.0
4103,105.0
4104,110.0
4105,115.0
4106,120.0
4107,125.0
4108,130.0
4109,135.0
4110,140.0
4111,145.0
4112,150.0
4113,155.0
4114,170.0
4115,180.0
4116,190.0
4117,195.0
4118,20.0
4119,200.0
4120,210.0
4121,215.0
4122,220.0
4123,225.0
4124,235.0
4125,240.0
4126,250.0
4127,255.0
4128,260.0
4129,270.0
4130,275.0
4131,280.0
4132,290.0
4133,300.0
4134,320.0
4135,325.0
4136,330.0
4137,340.0
4138,345.0
4139,35.0
4140,350.0
